,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
2539,Non - Fraud,33.8,2252.59,16004.73,7,7,0,196.416379,125.874846,125.874426,881.1209836000003,0.00294,0.0,0.0,0.0,0.0,0.0,4,3
2540,Non - Fraud,163.77,0.0,327.55,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
2541,Non - Fraud,132.8,4783.64,1031393.57,166,211,0,1.004953,0.713717,0.90588,150.3760591,0.218275639,465.0288746000001,0.0,0.0,0.0,4.0,185,78
2542,Fraud,0.0,253.45,1774.15,0,7,0,20.0,3.2873080000000003,0.0,0.0,23.01115382,112.37,0.0,0.0,0.0,3.0,1,74
2543,Non - Fraud,1738.3,0.0,3476.6,2,1,0,0.004978,0.004978,0.0,0.0,0.0049775,3648.647903,1.648648,0.0,1.0,2.0,123,202
2544,Non - Fraud,6853.19,6447.62,226925.02,19,15,0,15.0,3.146627,2.483347,47.1836,0.01580564,157.9997946,157.76,0.0,1.0,1.0,190,309
2545,Non - Fraud,640.29,387.12,1382242.92,1400,1255,0,998.49,133.044467,119.264781,166970.6939,0.11160526,67453.39854,0.0,0.0,0.0,30.0,185,14
2546,Non - Fraud,0.0,0.0,4.02,1,1,0,1.7,1.7,1.698489,1.69848865,0.00151135,0.0,0.0,0.0,0.0,0.0,4,3
2547,Fraud,0.0,39559.66,197798.32,0,5,1,0.0,0.0,0.0,0.0,0.0,1530.6392449999996,0.0,0.0,0.0,1.0,1,333
2548,Non - Fraud,0.0,0.0,6.13,1,1,0,5.195,5.195,5.194528,5.194528364,0.000471636,0.0,0.0,0.0,0.0,0.0,4,3
2549,Fraud,0.0,14502.1,101514.7,0,7,0,0.25,0.121429,0.0,0.0,0.85,1.337,0.0,0.0,0.0,1.0,1,74
2550,Non - Fraud,3.0,0.52,10.03,3,2,0,1589.337045,1000.5,666.9993900000002,2000.998169,0.001830667,0.0,0.0,0.0,0.0,0.0,4,3
2551,Non - Fraud,2614.2,2118.86,532800.37,126,96,0,37.995,8.270401,6.4053330000000015,807.0719433999999,-13.11341292,1886994.946,1622129.2980000004,0.0,23.0,50.0,98,309
2552,Non - Fraud,3096.26,6498.73,1347177.25,51,183,0,3.609315,0.487234,1.690314,86.20599999,2.957803389,540.7175365,0.0,0.0,0.0,10.0,185,257
2553,Fraud,10379.44,2386.95,138043.28,11,10,0,9.366395,1.6940380000000002,1.539952,16.93947628,0.0008988,1.337,0.0,0.0,0.0,1.0,1,74
2554,Fraud,0.0,212.24,23425.7,1,4,0,1.0,0.639572,2.557426,2.55742637,0.0008609999999999,9.8e-11,0.0,0.0,0.0,1.0,1,402
2555,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1,74
2556,Non - Fraud,11.9,928.02,2831.67,4,3,0,1496.13325,668.006667,501.004543,2004.018173,0.001827,0.0,0.0,0.0,0.0,0.0,4,3
2557,Non - Fraud,0.0,261.1,357705.32,0,1370,1,1.001729,0.107189,0.0,0.0,146.8494813,3.458723843,0.0,0.0,0.0,3.0,185,309
2558,Non - Fraud,38.59,5.9,385508.18,9989,11,0,1.99706,1.071724,0.0,0.0,11.78896233,629.6406473,0.0,0.0,0.0,8.0,185,257
2559,Non - Fraud,1165.8,3078.05,1012331.27,597,103,0,17.7415,2.469284,0.775513,462.981246,-208.6450067,5570185.772999999,22648426.89,0.0,20.0,89.0,222,309
2560,Non - Fraud,155.27,0.0,310.55,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
2561,Non - Fraud,7276.41,5153.45,1018989.55,128,17,0,0.01,0.009412,0.0,0.0,0.16,300.0000002,300.0000003,0.0,4.0,3.0,301,118
2562,Non - Fraud,159.14,0.36,319.0,2,2,0,55.758439,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
2563,Non - Fraud,29798.8,100.81,89598.02,3,2,0,1.00951,1.003493,0.668512,2.00553645,0.001449,0.060711297,0.0,0.0,0.0,1.0,185,309
2564,Non - Fraud,60.56,12529.43,100477.67,4,8,0,7.5,3.788569,7.5765449999999985,30.30618075,0.00236852,0.0,0.0,0.0,0.0,0.0,4,3
2565,Non - Fraud,0.0,0.0,3.2,1,1,0,19.99895,19.99895,19.99811,19.99811,0.00084,0.0,0.0,0.0,0.0,0.0,4,3
2566,Non - Fraud,2907.87,2020.89,1025062.95,299,77,0,64.865,13.883909,3.799772,1136.1317,-67.07067020000001,583644.2494,390417.8654,0.0,14.0,71.0,17,243
2567,Non - Fraud,0.0,2134.77,245498.05,0,115,1,0.353832,0.19253,0.0,0.0,22.14096162,1.240444478,0.0,0.0,0.0,2.0,185,119
2568,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,-1,-1
2569,Non - Fraud,19.77,6816.93,54693.57,8,8,0,1.483491,0.775874,0.7753140000000001,6.202514386,0.004477184,0.0,0.0,0.0,0.0,0.0,4,3
2570,Non - Fraud,7.67,1358.11,647363.83,472,474,0,8.982452,0.7177,0.720321,339.9914469,0.19824001,0.0,0.0,0.0,0.0,0.0,4,3
2571,Non - Fraud,107.14,0.97,323.35,3,2,0,72.934466,50.5,33.66617100000001,100.9985118,0.001488218,0.0,0.0,0.0,0.0,0.0,4,3
2572,Non - Fraud,0.0,0.0,8.22,0,1,1,1.3716,1.3716,0.0,0.0,1.3716,0.0,0.0,0.0,0.0,0.0,4,3
2573,Fraud,15529.57,104.86,49944.13,3,32,0,10.0,1.161948,12.393247,37.17974247,0.002583,5.3370000000000015,0.0,0.0,0.0,3.0,1,301
2574,Non - Fraud,327.87,10468.81,781600.63,53,73,0,38.28116,1.572131,2.164527,114.7199352,0.04562477,468.3082402,0.0,0.0,0.0,4.0,185,78
2575,Fraud,35335.83,1059.97,500694.18,10,139,0,66.97,2.223962,30.886987,308.8698665,0.260794051,34452.14764,9426.611941,0.0,1.0,26.0,98,101
2576,Non - Fraud,3.64,13706.36,1137929.62,83,83,0,3.0,0.997229,0.996562,82.71468083,0.055319167,0.0,0.0,0.0,0.0,0.0,4,3
2577,Non - Fraud,0.0,33519.03,201114.17,0,6,1,48.58296,18.605495,0.0,0.0,111.6329706,0.0,0.0,0.0,0.0,0.0,4,3
2578,Non - Fraud,4.61,4292.25,631637.83,147,147,0,0.805766,0.154591,0.154048,22.64498866,0.079954236,0.0,0.0,0.0,0.0,0.0,4,3
2579,Non - Fraud,2.31,2427.32,138466.3,47,57,0,0.499926,0.109447,0.131529,6.18185358,0.056633308,0.0,0.0,0.0,0.0,0.0,4,3
2580,Non - Fraud,87627.86,13990.94,332838.28,3,5,0,1.13,1.038132,1.729805,5.189415508,0.001246032,363.5014809,0.0,0.0,0.0,5.0,185,436
2581,Non - Fraud,3505.62,13350.16,434072.3,21,27,0,1.2899770000000002,0.290133,0.372747,7.8276922089999985,0.005886764,0.0,0.0,0.0,0.0,0.0,4,3
2582,Non - Fraud,0.0,0.0,189.75,1,1,0,20.80213,20.80213,20.80171,20.80171014,0.00042,0.0,0.0,0.0,0.0,0.0,4,3
2583,Fraud,0.0,177.06,17245.65,1,4,0,1.9,1.083029,4.331065,4.3310653,0.00105,1.337,0.0,0.0,0.0,1.0,1,74
2584,Non - Fraud,22.77,0.0,68.3,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,4,3
2585,Non - Fraud,163.95,0.0,327.9,2,2,0,55.61916,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
2586,Non - Fraud,12590.16,8646.49,994494.18,11,99,0,0.995,0.208473,1.715457,18.87002534,1.768833307,901.9926189,799.785,0.0,2.0,8.0,123,202
2587,Non - Fraud,32537.18,27683.59,436106.15,10,4,0,19.999,7.280999,3.711631,37.116306,-7.99231132,4660.207739,1624.851849,0.0,1.0,8.0,123,119
2588,Non - Fraud,0.0,0.0,72.55,1,1,0,0.9,0.9,0.8978,0.8978,0.0022,0.0,0.0,0.0,0.0,0.0,4,3
2589,Non - Fraud,160.61,0.63,322.48,2,2,0,87.519901,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
2590,Non - Fraud,6.51,1323.34,219001.22,100,165,0,0.056258,0.049785,0.081022,8.10218391,0.112283308,0.0,0.0,0.0,0.0,0.0,4,3
2591,Fraud,0.0,0.0,0.0,0,1,0,0.05,0.05,0.0,0.0,0.05,1.337,0.0,0.0,0.0,1.0,1,74
2592,Non - Fraud,10269.07,16752.07,316681.52,8,14,0,11.544906,1.835974,3.212181,25.69744967,0.006191869,548.7634370000002,0.0,0.0,0.0,6.0,185,436
2593,Non - Fraud,0.0,2723.62,291427.1,0,107,1,0.52167,0.217338,0.0,0.0,23.255138100000003,2.894256389,0.0,0.0,0.0,3.0,185,309
2594,Fraud,259.52,2.6,4417.03,17,2,5,0.07,0.036675,0.003218,0.054713631,0.01863537,1e-12,0.0,0.0,0.0,1.0,-1,-1
2595,Non - Fraud,0.0,4049.26,226758.45,0,56,1,0.948767,0.535253,0.0,0.0,29.9741884,1.525076004,0.0,0.0,0.0,2.0,185,119
2596,Non - Fraud,8206.21,17563.84,392454.07,20,13,0,0.165222,0.046162,0.029238,0.584755974,0.015348458,444.3195888999999,444.3195888999999,0.0,7.0,4.0,123,202
2597,Non - Fraud,12.18,2.16,28.67,2,2,0,156.13579199999995,78.56789599999998,78.565123,157.130246,0.005546,0.0,0.0,0.0,0.0,0.0,4,3
2598,Fraud,1489.41,2867.81,17317.85,2,5,0,3.562142,0.941377,2.3525810000000003,4.705162983,0.0017219999999999,1e-12,0.0,0.0,0.0,1.0,-1,-1
2599,Non - Fraud,118318.1,6884.97,751218.4,6,6,0,28.98,11.993333,11.992238,71.95342675,0.00657325,3391.311394,0.0,0.0,0.0,9.0,185,150
2600,Fraud,141.79,171.79,11757.77,49,28,0,139.0,10.874718,6.2134230000000015,304.45772810000005,0.03437049,55635.41061,55628.02582,0.0,2.0,29.0,13,111
2601,Fraud,35.01,180.4,10348.27,74,43,0,395.0,16.185457,9.403027,695.824,0.15063714,205659.8192,205652.8192,0.0,4.0,34.0,230,53
2602,Non - Fraud,0.0,0.0,3.35,1,1,0,2.9875,2.9875,2.987028,2.987028364,0.000471636,0.0,0.0,0.0,0.0,0.0,4,3
2603,Fraud,0.0,0.0,1381.65,1,1,0,1.955033,1.955033,1.954172,1.954172,0.0008609999999999,13.37,0.0,0.0,0.0,1.0,1,74
2604,Non - Fraud,0.0,0.0,66.45,1,1,0,5.076656,5.076656,5.076152,5.0761522,0.000504,0.0,0.0,0.0,0.0,0.0,4,3
2605,Non - Fraud,3.58,0.03,10.78,3,2,0,1482.708092,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0,4,3
2606,Non - Fraud,22.14,0.0,66.42,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,4,3
2607,Non - Fraud,156.31,0.0,312.62,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
2608,Non - Fraud,35745.78,147330.43,915381.07,5,5,0,0.053973,0.030237,0.029726,0.1486288919999999,0.0025557,0.0,0.0,0.0,0.0,0.0,4,3
2609,Non - Fraud,22.09,0.0,66.27,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,4,3
2610,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1,74
2611,Non - Fraud,11111.27,0.0,22222.55,2,1,0,0.263649,0.263649,0.131383,0.26276661,0.000882,0.0,0.0,0.0,0.0,0.0,4,3
2612,Non - Fraud,4875.83,1279.86,333810.87,64,17,0,11.0,2.538714,0.672937,43.06800000000001,0.09013511,9949.69763,13909.69752,0.0,6.0,8.0,203,327
2613,Non - Fraud,0.0,0.0,1884.42,0,1,1,1.018974,1.018974,0.0,0.0,1.01897429,0.0,0.0,0.0,0.0,0.0,4,3
2614,Non - Fraud,2.1,0.0,8.42,4,2,0,1364.400163,1000.5,500.249528,2000.998113,0.001886545,0.0,0.0,0.0,0.0,0.0,4,3
2615,Non - Fraud,2848.05,6870.16,986319.8,245,42,0,4.5,1.015199,0.212764,52.1272,-9.48884236,2143224.82,1373951.15,0.0,34.0,62.0,147,146
2616,Non - Fraud,163.56,0.0,327.12,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
2617,Non - Fraud,3.52,1384.32,2775.67,2,2,0,0.208,0.136863,0.136407,0.272813264,0.000912636,0.0,0.0,0.0,0.0,0.0,4,3
2618,Non - Fraud,0.0,1647.44,228994.25,0,139,1,2.158244,1.087885,0.0,0.0,151.2160301,3.354770892,0.0,0.0,0.0,2.0,185,119
2619,Non - Fraud,111.15,16324.36,459972.12,26,28,0,8.397996000000001,2.9168540000000003,3.140447,81.65161672,0.020287426,0.0,0.0,0.0,0.0,0.0,4,3
2620,Non - Fraud,46082.48,11.48,92187.93,2,2,0,500.0,250.562245,250.561804,501.1236077,0.000882,635.2265103999998,0.0,0.0,0.0,4.0,185,309
2621,Non - Fraud,5630.5,2249.97,55152.2,5,12,0,20.0,9.963303,23.911466,119.5573288,0.00231,600.0796795,0.0,0.0,0.0,2.0,185,309
2622,Non - Fraud,21.43,0.0,64.3,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,4,3
2623,Non - Fraud,109.48,0.0,328.45,3,2,0,52.348566,50.5,33.666004,100.9980123,0.001987749,0.0,0.0,0.0,0.0,0.0,4,3
2624,Non - Fraud,22.14,0.0,66.42,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,4,3
2625,Non - Fraud,3475.29,3248.02,332140.85,18,83,0,0.842614,0.088376,0.348889,6.28,1.055177878,1109.376303,233.7193142,0.0,3.0,14.0,123,202
2626,Fraud,4065.86,1474.59,166929.13,28,36,0,20.00194,1.443682,1.855926,51.96593796,0.006603639,22497.9512,22438.16191,0.0,3.0,15.0,242,265
2627,Non - Fraud,0.0,791.88,270209.42,1,2,0,70.0,65.0,129.99916000000002,129.99916000000002,0.00084,4775.41468,0.0,0.0,0.0,8.0,185,436
2628,Non - Fraud,7309.1,24046.29,354337.38,9,12,0,6.490009,2.2810900000000003,3.040729,27.36656251,0.00651365,0.421843686,0.0,0.0,0.0,1.0,185,309
2629,Non - Fraud,5.22,0.0,15.67,3,2,0,1053.461141,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0,4,3
2630,Non - Fraud,0.0,2874.26,14371.3,0,5,1,0.206,0.090564,0.0,0.0,0.452820787,0.0,0.0,0.0,0.0,0.0,4,3
2631,Non - Fraud,15.72,0.0,47.15,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,4,3
2632,Non - Fraud,5853.58,4341.67,629315.98,86,29,0,190.0,34.421242,12.49232,1074.339506,-76.12350226,2910493.507,2743040.49,0.0,13.0,40.0,61,154
2633,Non - Fraud,1.98,8788.53,35162.07,4,4,0,7.253004,2.613418,2.612966,10.45186462,0.001805388,0.0,0.0,0.0,0.0,0.0,4,3
2634,Non - Fraud,0.0,1346.79,192590.77,0,143,1,0.6973689999999999,0.111189,0.0,0.0,15.89998028,1.225226492,0.0,0.0,0.0,2.0,185,119
2635,Non - Fraud,0.0,0.0,2215.55,1,1,0,12.168132,12.168132,12.167512,12.16751229,0.00062,0.0,0.0,0.0,0.0,0.0,4,3
2636,Non - Fraud,16.46,0.0,49.38,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,4,3
2637,Non - Fraud,31893.21,27712.67,681826.18,4,20,0,0.5,0.14095,0.55,2.2,0.61899236,317.3962559,0.0,0.0,0.0,8.0,185,257
2638,Non - Fraud,0.0,2.93,301091.28,1,2,0,170.0,90.0,8.4,8.4,171.6,5699.5477740000015,0.0,0.0,0.0,16.0,185,65
2639,Non - Fraud,3841.43,4181.45,636491.48,108,53,0,200.22,26.538892,13.067778,1411.32002,-4.7587321,10208768.43,10138744.76,0.0,22.0,49.0,190,154
2640,Non - Fraud,1.46,0.97,6.32,3,2,0,1632.123724,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0,4,3
2641,Non - Fraud,0.0,0.0,5.7,1,1,0,0.130217,0.130217,0.129745,0.129744934,0.000471636,0.0,0.0,0.0,0.0,0.0,4,3
2642,Non - Fraud,160.85,0.84,323.38,2,2,0,84.299522,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
2643,Non - Fraud,3.54,8328.12,24995.0,3,3,0,1.37,1.123183,1.122718,3.368154657,0.001395636,0.0,0.0,0.0,0.0,0.0,4,3
2644,Non - Fraud,25.37,0.0,101.48,4,1,0,101.0,101.0,25.249496,100.997984,0.002016,0.0,0.0,0.0,0.0,0.0,4,3
2645,Non - Fraud,24.66,14.42,146014.17,180,9820,0,17699.99914,19.097725,1038.433629,186918.0533,621.6042415000002,6000020559.0,1000010001.0,0.0,2.0,36.0,98,216
2646,Non - Fraud,107.72,59636.12,537586.8,8,9,0,13.32,3.519206,3.958469,31.66774972,0.005103,0.0,0.0,0.0,0.0,0.0,4,3
2647,Non - Fraud,45862.76,0.0,91725.52,2,1,0,0.025,0.025,0.011935,0.02387005,0.00112995,1.1e-07,1.1e-07,0.0,1.0,1.0,237,373
2648,Fraud,141058.82,6431.22,346429.78,2,10,0,10.0,1.934,9.669255,19.338509,0.001491,1044.36397,0.0,0.0,0.0,4.0,1,436
2649,Non - Fraud,163.12,0.4,327.45,2,3,0,90.901414,33.666667,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
2650,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,-1,-1
2651,Non - Fraud,11.08,779.26,1580.68,2,2,0,3.640427,3.567713,3.567242,7.134483529,0.000943201,0.0,0.0,0.0,0.0,0.0,4,3
2652,Fraud,967.94,46.2,64854.38,66,21,0,266.0,17.48634,5.559412,366.9211898,0.291939981,490143.0097,480809.096,0.0,5.0,48.0,123,134
2653,Non - Fraud,0.0,491.75,250300.5,0,509,1,79.77,1.292206,0.0,0.0,657.7330717,6.620481508999998,0.0,0.0,0.0,2.0,185,309
2654,Non - Fraud,11496.97,50034.5,257622.88,5,4,0,0.6276930000000001,0.314182,0.248726,1.243630976,0.013095694,833.5376754,833.53,0.0,1.0,1.0,123,202
2655,Non - Fraud,0.0,0.0,0.0,0,1,0,0.012611,0.012611,0.0,0.0,0.01261085,0.0,0.0,0.0,0.0,0.0,4,3
2656,Non - Fraud,163.14,0.0,326.28,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
2657,Non - Fraud,0.0,20169.48,60508.45,0,3,1,26.0,9.033333,0.0,0.0,27.1,0.0,0.0,0.0,0.0,0.0,4,3
2658,Non - Fraud,89.67,1174.39,340152.37,87,283,0,5.5,0.29267,0.951129,82.74824872,0.077222915,53.37107162,0.0,0.0,0.0,1.0,185,436
2659,Non - Fraud,162.94,0.03,326.55,2,26,0,5.076746,3.884615,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
2660,Non - Fraud,1289.97,7103.64,1236422.63,160,145,0,1.0103799999999998,0.797841,0.72268,115.6287395,0.058151339,0.0,0.0,0.0,0.0,0.0,4,3
2661,Non - Fraud,0.0,1679.74,226764.6,0,135,1,2.11517,0.662337,0.0,0.0,89.41544185,2.386927304,0.0,0.0,0.0,2.0,185,309
2662,Fraud,3645.85,482.76,20160.32,5,4,0,1.281822,0.7188260000000001,0.5745,2.8725,0.00280238,1.337,0.0,0.0,0.0,1.0,1,74
2663,Non - Fraud,1791.14,2421.16,883063.87,247,182,0,500.0,21.4848,18.354235,4533.496020000001,-623.2624032000001,16023952.19,15909117.96,0.0,56.0,66.0,251,243
2664,Non - Fraud,2.23,0.0,8.92,4,2,0,1897.438127,1000.5,500.249528,2000.998113,0.001886545,0.0,0.0,0.0,0.0,0.0,4,3
2665,Non - Fraud,21759.82,2095.65,49806.58,2,3,0,4.995,3.078333,4.6170800000000005,9.234159989,0.000840011,0.376254859,0.0,0.0,0.0,1.0,185,309
2666,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1,74
2667,Non - Fraud,23.69,4778.36,412952.53,85,86,0,258.015509,8.989891,9.095174,773.0898022000001,0.04080994,0.0,0.0,0.0,0.0,0.0,4,3
2668,Fraud,0.0,1522.67,3045.35,0,2,1,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,-1,-1
2669,Non - Fraud,0.0,0.0,58.67,1,1,0,1.0,1.0,0.999496,0.999496,0.000504,0.0,0.0,0.0,0.0,0.0,4,3
2670,Non - Fraud,2.52,0.0,7.57,3,1,0,423.243877,423.243877,141.080821,423.2424618,0.001414909,0.0,0.0,0.0,0.0,0.0,4,3
2671,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1,74
2672,Non - Fraud,348.76,12696.72,328710.23,178,21,0,9.183,3.500582,2.1995150000000003,391.5137472,-318.0015180000001,170907.4873,63126.48735,0.0,9.0,9.0,108,53
2673,Non - Fraud,4.91,0.0,14.73,3,2,0,1237.776493,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0,4,3
2674,Non - Fraud,0.0,1792.18,198931.8,0,111,1,0.709996,0.266476,0.0,0.0,29.57886988,1.162712197,0.0,0.0,0.0,2.0,185,309
2675,Non - Fraud,20.16,0.0,60.48,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,4,3
2676,Non - Fraud,16331.18,5037.0,374865.88,10,42,0,1.013582,0.355555,1.492805,14.92804696,0.005268792,665.9815262,0.0,0.0,0.0,6.0,185,119
2677,Non - Fraud,5.41,7397.9,14806.62,2,2,0,46.86489,29.864369,29.863912,59.72782464,0.000912636,0.0,0.0,0.0,0.0,0.0,4,3
2678,Non - Fraud,18.96,0.0,56.87,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,4,3
2679,Non - Fraud,0.0,9493.7,161392.93,0,17,1,7.699339,2.504946,0.0,0.0,42.58407756,0.902844586,0.0,0.0,0.0,1.0,185,309
2680,Fraud,350.24,6756.84,29829.23,8,4,0,0.607,0.531088,0.264483,2.115868,0.008484,13.37,0.0,0.0,0.0,1.0,1,74
2681,Non - Fraud,0.0,7696.13,200099.33,0,26,1,1.025471,0.8912889999999999,0.0,0.0,23.17350344,1.269354461,0.0,0.0,0.0,2.0,185,119
2682,Non - Fraud,24.66,0.0,49.32,2,1,0,101.0,101.0,50.499475,100.99895,0.00105,0.0,0.0,0.0,0.0,0.0,4,3
2683,Non - Fraud,163.83,0.0,327.67,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
2684,Non - Fraud,7.54,1137.93,490209.33,421,428,0,1.00425,0.132443,0.133722,56.29679188,0.388644232,1e-12,0.0,0.0,0.0,1.0,185,465
2685,Non - Fraud,0.0,5175.88,414594.87,1,80,0,0.199288,0.048307,0.01,0.01,3.85458835,469.6441772,0.0,0.0,0.0,10.0,185,257
2686,Non - Fraud,0.0,2009.3,198921.02,0,99,1,0.384892,0.194394,0.0,0.0,19.24500665,1.146492002,0.0,0.0,0.0,2.0,185,119
2687,Fraud,1353.66,116.58,4877.05,3,7,0,1.994,0.590627,1.377009,4.13102561,0.00336,1e-12,0.0,0.0,0.0,1.0,-1,-1
2688,Fraud,1688.81,1.2,3383.63,2,5,0,0.688005,0.537601,1.343519,2.687039,0.000966,1e-12,0.0,0.0,0.0,1.0,-1,-1
2689,Non - Fraud,163.12,0.43,327.12,2,2,0,55.518974,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
2690,Non - Fraud,77173.02,19234.75,539977.12,6,4,0,3.028099,1.879351,1.252346,7.514076104,0.003327256,0.0,0.0,0.0,0.0,0.0,4,3
2691,Non - Fraud,120411.9,2987.4,367210.5,3,2,0,12.0,10.5,0.466667,1.4,19.6,1711.2749199999996,0.0,0.0,0.0,14.0,185,402
2692,Fraud,0.0,0.0,0.0,0,1,0,0.001719,0.001719,0.0,0.0,0.00171924,13.37,0.0,0.0,0.0,1.0,1,74
2693,Non - Fraud,164.18,0.85,330.05,2,2,0,52.90076800000001,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,4,3
2694,Non - Fraud,0.0,0.0,1.62,1,1,0,1.000509,1.000509,1.000089,1.00008918,0.000420006,0.0,0.0,0.0,0.0,0.0,4,3
2695,Non - Fraud,0.0,204.83,20971.6,1,2,0,4.995,2.745,5.489559,5.489559,0.000441,0.0,0.0,0.0,0.0,0.0,4,3
2696,Non - Fraud,12.89,1473.71,1701949.42,1129,1145,0,19.991049,1.69633,1.719613,1941.44335,0.85498494,10112.8888,100.0,0.0,1.0,4.0,294,465
2697,Non - Fraud,2.77,3517.02,98551.43,27,28,0,367.0,100.64816,104.37545,2818.137139,0.011340003,0.0,0.0,0.0,0.0,0.0,4,3
2698,Non - Fraud,6.21,7316.53,36613.72,5,5,0,1.808148,0.393648,0.393198,1.965988813,0.002253089,0.0,0.0,0.0,0.0,0.0,4,3
2699,Non - Fraud,18343.94,4591.75,912651.27,48,7,0,2.315862,1.082853,0.237672,11.40827295,-3.82830325,31553.8081,22804.0,0.0,7.0,7.0,301,18
2700,Non - Fraud,4275.36,10813.3,40990.62,2,3,0,0.924291,0.325321,0.48754,0.975081,0.00088271,0.0,0.0,0.0,0.0,0.0,4,3
2701,Fraud,0.0,0.0,90490.12,1,1,0,0.112873,0.112873,0.112012,0.11201204,0.0008609999999999,1e-12,0.0,0.0,0.0,1.0,-1,-1
2702,Non - Fraud,1396.24,1470.58,1150335.93,213,580,0,1.00563,0.316584,0.8604860000000001,183.2834952,0.335129226,661.7509098999999,0.0,0.0,0.0,8.0,185,402
2703,Non - Fraud,161.24,0.0,322.48,2,1,0,101.0,101.0,50.499492,100.9989842,0.00101578,0.0,0.0,0.0,0.0,0.0,4,3
2704,Non - Fraud,0.72,206.1,826.58,3,4,0,14.995,3.969,5.29116,15.87348,0.00252,0.0,0.0,0.0,0.0,0.0,4,3
2705,Fraud,15014.54,32189.1,457021.85,9,10,0,7.617303,2.432766,2.702109,24.31898215,0.008679049,9827.186939,1.62e-09,0.0,1.0,8.0,264,188
2706,Non - Fraud,1.56,0.0,4.67,3,2,0,1476.834868,1000.5,666.9993900000002,2000.998169,0.001830667,0.0,0.0,0.0,0.0,0.0,4,3
2707,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1,74
