,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name
2802,Non - Fraud,9602.37,0.0,326480.45,34,1,0,0.123839,0.123839,0.002692,0.09153814,0.03230129,0.0,0.0,0.0,0.0,0.0
2803,Non - Fraud,66.63,7081.72,407456.37,57,57,0,3.99,1.086914,1.086191,61.91290831,0.041211269,0.0,0.0,0.0,0.0,0.0
2804,Non - Fraud,3.23,0.0,9.68,3,2,0,1366.695336,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
2805,Fraud,3645.85,482.76,20160.32,5,4,0,1.281822,0.7188260000000001,0.5745,2.8725,0.00280238,1.337,0.0,0.0,0.0,1.0
2806,Non - Fraud,0.0,0.28,2828.18,0,9999,1,19999.99,24.973016,0.0,0.0,249705.1845,1.888888946,5.72e-08,0.0,1.0,4.0
2807,Fraud,7836.1,16.32,15802.73,2,8,0,113.8,24.91875,99.6645,199.329,0.021,600.0,0.0,0.0,0.0,1.0
2808,Non - Fraud,0.0,29446.55,88339.65,0,3,1,12.9,6.703333,0.0,0.0,20.11,0.0,0.0,0.0,0.0,0.0
2809,Fraud,109827.33,1129.82,223044.12,2,3,0,2.0,1.0,1.499517,2.999034552,0.000965448,112.37,99.0,0.0,1.0,2.0
2810,Fraud,409.87,112.77,44731.23,42,244,0,58.0,3.213045,18.686241,784.8221131,-0.839165875,6.32e-14,0.0,0.0,0.0,1.0
2811,Fraud,59129.36,0.0,118258.72,2,1,0,0.68,0.68,0.33965,0.6793,0.0007,14.0,0.0,0.0,0.0,1.0
2812,Fraud,7007.72,38.69,14092.82,2,2,0,2.117284,1.558642,1.557781,3.11556181,0.0017219999999999,0.0,0.0,0.0,0.0,0.0
2813,Non - Fraud,16053.95,7860.88,799707.9,41,18,0,6.999528,2.0553060000000003,1.148183,47.07549962,-10.07998397,6750726.325,6530859.54,0.0,11.0,29.0
2814,Fraud,0.0,554.04,10645.63,1,19,0,10.0,1.5701,29.831039,29.83103911,0.0008609999999999,1.337,0.0,0.0,0.0,1.0
2815,Non - Fraud,162.92,0.0,325.83,2,1,0,101.0,101.0,50.499286,100.9985715,0.001428506,0.0,0.0,0.0,0.0,0.0
2816,Non - Fraud,162.62,0.5,326.25,2,2,0,83.52128499999998,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
2817,Non - Fraud,4497.07,1001.04,425265.47,89,25,0,12.995,4.3468860000000005,1.368765,121.8201,-13.14795523,1121363.199,1153631.685,0.0,13.0,37.0
2818,Non - Fraud,161.39,1.24,325.27,2,2,0,63.745107,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
2819,Non - Fraud,7114.9,185539.87,585079.22,4,3,0,10.000353,6.019344,4.513791,18.05516291,0.002870162,0.0,0.0,0.0,0.0,0.0
2820,Fraud,16099.06,22095.44,202965.23,3,7,0,2.3,0.98069,2.287667,6.863,0.00183216,1502.294081,0.0,0.0,0.0,3.0
2821,Fraud,0.0,53.22,14852.18,1,24,0,30.0,2.013145,48.864611,48.86461145,-0.549139,1.337,0.0,0.0,0.0,1.0
2822,Non - Fraud,22.27,0.0,66.82,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
2823,Non - Fraud,72100.0,10243.09,1019244.7,13,8,0,306.0,131.189784,80.696,1049.048,0.47027113,25663.33033,5836.970119,0.0,1.0,20.0
2824,Non - Fraud,0.0,0.0,180.02,1,1,0,0.112262,0.112262,0.110062,0.11006227,0.0022,0.0,0.0,0.0,0.0,0.0
2825,Fraud,15529.57,104.86,49944.13,3,32,0,10.0,1.161948,12.393247,37.17974247,0.002583,5.3370000000000015,0.0,0.0,0.0,3.0
2826,Non - Fraud,0.0,0.0,15.0,1,1,0,0.2,0.2,0.199496,0.199496,0.000504,0.0,0.0,0.0,0.0,0.0
2827,Non - Fraud,25.48,0.23,76.92,3,2,0,72.459969,50.5,33.666163,100.998488,0.001512,0.0,0.0,0.0,0.0,0.0
2828,Non - Fraud,5376.12,6846.0,143725.63,14,10,0,0.233241,0.051364,0.035876,0.502262212,0.011381407,572.5317618,572.5317618,0.0,4.0,1.0
2829,Non - Fraud,19.44,611.66,787740.48,1192,1250,0,1.471812,0.226579,0.236855,282.3306521,0.893148121,5.0,0.0,0.0,0.0,1.0
2830,Non - Fraud,163.56,0.0,327.12,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
2831,Non - Fraud,46.95,1729.27,875797.38,385,496,0,7.090526,0.8555379999999999,1.1014700000000002,424.0659746,0.28076615,59.63430598,0.0,0.0,0.0,5.0
2832,Non - Fraud,2.64,3243.39,77904.88,24,24,0,10.5,2.246458,2.246038,53.90492,0.01008,0.0,0.0,0.0,0.0,0.0
2833,Non - Fraud,0.0,0.0,366.28,1,1,0,0.950455,0.950455,0.949835,0.949835,0.00062,0.0,0.0,0.0,0.0,0.0
2834,Fraud,22681.69,191.99,46899.28,2,8,0,4.0,1.313578,5.253449,10.506898,0.0017219999999999,1.337,0.0,0.0,0.0,2.0
2835,Non - Fraud,10.58,14787.26,192361.32,12,13,0,30.415387,10.569135,11.448656,137.38387590000002,0.014883762,0.0,0.0,0.0,0.0,0.0
2836,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0
2837,Non - Fraud,162.22,0.33,325.1,2,2,0,82.48690400000002,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
2838,Fraud,0.0,161.57,174708.82,1,3,0,0.99042,0.543225,1.6288129999999998,1.62881332,0.0008609999999999,1.337,0.0,0.0,0.0,1.0
2839,Fraud,0.0,457.94,34678.98,1,3,0,0.5,0.416058,1.247312,1.24731183,0.0008609999999999,13.37,0.0,0.0,0.0,1.0
2840,Fraud,15020.86,0.0,30041.72,2,1,0,0.31,0.31,0.1525,0.305,0.005,956.71968,950.0,0.0,1.0,2.0
2841,Non - Fraud,167108.08,29194.06,888903.23,2,19,0,50.9,7.553197999999999,1.50476,3.009519483,140.5012378,5395.968179,0.0,0.0,0.0,15.0
2842,Non - Fraud,18500.31,15873.5,253750.68,12,2,0,1.058461,0.840081,0.184273,2.21127996,-0.5311185939999999,1.54e-06,1.54e-06,0.0,4.0,4.0
2843,Fraud,0.0,0.0,31.9,0,1,1,0.0069999999999999,0.0069999999999999,0.0,0.0,0.0069999999999999,0.0,0.0,0.0,0.0,0.0
2844,Non - Fraud,0.0,1230.33,258896.53,1,2,0,0.058196,0.031678,0.062495,0.062495073,0.0008609999999999,0.0,0.0,0.0,0.0,0.0
2845,Non - Fraud,316.45,6241.04,222954.53,34,34,0,1.007267,1.0019559999999998,1.001227,34.041716,0.024789686,0.0,0.0,0.0,0.0,0.0
2846,Non - Fraud,3.77,8599.09,86028.62,10,10,0,40.0,10.742086,10.741173,107.4117345,0.009130389,0.0,0.0,0.0,0.0,0.0
2847,Non - Fraud,5762.04,16315.1,546166.42,24,25,0,150.999,27.614874,28.764805,690.3553081,0.016537066,83917.74911,75002.0,0.0,3.0,6.0
2848,Non - Fraud,23.7,590.11,509889.9,823,831,0,4.59007,0.234468,0.236328,194.4975697,0.345681,0.0,0.0,0.0,0.0,0.0
2849,Non - Fraud,0.0,0.0,5.95,1,1,0,3.059807,3.059807,3.059335,3.059335204,0.000471636,0.0,0.0,0.0,0.0,0.0
2850,Non - Fraud,109.83,0.21,329.92,3,2,0,97.736619,50.5,33.666157,100.9984698,0.001530218,0.0,0.0,0.0,0.0,0.0
2851,Non - Fraud,0.0,270.11,903254.48,0,3344,1,0.0,0.0,0.0,0.0,0.0,132927811.4,132906962.4,0.0,2.0,12.0
2852,Non - Fraud,323.98,3399.88,576550.47,153,155,0,4.019205,0.827783,0.8378190000000001,128.1862645,0.120085432,0.0,0.0,0.0,0.0,0.0
2853,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2854,Fraud,8469.5,7550.87,126325.75,6,10,0,10.630584,3.300822,5.500642,33.00385148,0.004368,1.337,0.0,0.0,0.0,1.0
2855,Non - Fraud,21.86,0.0,65.57,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
2856,Non - Fraud,14.36,0.0,43.07,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
2857,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2858,Non - Fraud,6.17,15763.4,110386.97,7,7,0,2.0,0.544092,0.543451,3.804156307,0.004488187,0.0,0.0,0.0,0.0,0.0
2859,Non - Fraud,0.0,1977.9,9889.52,0,5,1,200.0,85.042,0.0,0.0,425.21,0.0,0.0,0.0,0.0,0.0
2860,Non - Fraud,22.27,0.0,66.82,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
2861,Non - Fraud,0.0,0.0,55.87,1,1,0,1.5339,1.5339,1.532853,1.532853043,0.001046957,0.0,0.0,0.0,0.0,0.0
2862,Non - Fraud,37174.25,25247.48,298787.93,6,3,0,0.99997,0.7233189999999999,0.381796,2.290777095,-0.120819585,833904.6513,2905.32592,0.0,2.0,11.0
2863,Fraud,0.0,122.24,475.0,1,2,0,0.51,0.505,1.009139,1.009139,0.0008609999999999,1.337,0.0,0.0,0.0,1.0
2864,Non - Fraud,2.45,0.66,8.67,3,2,0,1366.052401,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
2865,Non - Fraud,0.0,1564.03,226784.32,0,145,1,0.404503,0.2427,0.0,0.0,35.19153639,0.49612139,0.0,0.0,0.0,1.0
2866,Non - Fraud,0.0,14.17,10743.17,1,2,0,0.5961,0.50635,1.01,1.01,0.0027,0.0,0.0,0.0,0.0,0.0
2867,Non - Fraud,0.0,2874.26,14371.3,0,5,1,0.206,0.090564,0.0,0.0,0.452820787,0.0,0.0,0.0,0.0,0.0
2868,Non - Fraud,9212.79,54910.26,779055.92,19,11,0,11.18116,1.520483,0.879863,16.71739253,0.00791532,0.0,0.0,0.0,0.0,0.0
2869,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0
2870,Non - Fraud,2750.99,15927.21,984878.85,28,57,0,3.60913,0.11416,0.231597,6.48471134,0.022392035,41.25070041,0.0,0.0,0.0,3.0
2871,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0
2872,Non - Fraud,2411.88,84822.03,365818.75,11,4,0,1.161912,0.31883,0.112727,1.23999768,0.03532431,463.449346,463.449346,0.0,4.0,4.0
2873,Non - Fraud,164.66,0.0,329.32,2,1,0,101.0,101.0,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
2874,Non - Fraud,1928.8,1880.71,24737.77,6,7,0,12.0,7.535283,8.787314,52.72388256,0.023100332,600.0,0.0,0.0,0.0,1.0
2875,Fraud,1023.44,830.44,10099.88,5,6,0,8.99,1.668565,2.002042,10.01021222,0.001176,1.337,0.0,0.0,0.0,1.0
2876,Non - Fraud,6.43,29156.1,262456.37,8,9,0,10.76767,4.004047,4.503407,36.02725313,0.00916787,0.0,0.0,0.0,0.0,0.0
2877,Non - Fraud,0.0,17443.08,226760.05,0,13,1,13.789485,5.062861,0.0,0.0,65.81719007,1.285486273,0.0,0.0,0.0,2.0
2878,Non - Fraud,160.48,0.69,322.35,2,2,0,56.642164,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
2879,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0
2880,Non - Fraud,0.0,7315.72,226787.22,0,31,1,10.940225,2.001872,0.0,0.0,62.05802518,2.499129636,0.0,0.0,0.0,2.0
2881,Non - Fraud,0.0,12431.27,198900.25,0,16,1,1.002069,0.769166,0.0,0.0,12.30665958,0.181283664,0.0,0.0,0.0,2.0
2882,Non - Fraud,9510.07,3245.11,408841.33,29,41,0,550.0,31.637018,49.810345,1444.5,-147.38224219999995,0.001400242,2500.0,0.0,5.0,4.0
2883,Fraud,0.0,28660.14,200620.95,0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2884,Non - Fraud,162.83,0.3,326.25,2,2,0,67.444061,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
2885,Non - Fraud,0.0,6157.04,12317.42,1,2,0,1.09335,1.046675,0.5,0.5,1.59335,311.1566503,0.0,0.0,0.0,7.0
2886,Non - Fraud,0.0,0.0,1.87,1,1,0,1.990144,1.990144,1.989673,1.989672664,0.000471636,0.0,0.0,0.0,0.0,0.0
2887,Non - Fraud,157.54,0.0,315.08,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
2888,Non - Fraud,29022.81,5288.15,964528.65,9,133,0,0.200618,0.05636,0.832184,7.489652957,0.006175,807.8922058999998,0.0,0.0,0.0,12.0
2889,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0
2890,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0
2891,Non - Fraud,155.95,0.0,311.9,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
2892,Non - Fraud,22.91,0.0,68.72,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
2893,Non - Fraud,793.95,66237.99,803589.3,11,12,0,299.99,89.427627,97.553795,1073.091743,0.039777475,612.2838287000002,0.0,0.0,0.0,3.0
2894,Non - Fraud,0.0,0.0,89.1,1,1,0,1.015082,1.015082,1.012037,1.01203736,0.00304422,0.0,0.0,0.0,0.0,0.0
2895,Non - Fraud,0.0,1484.33,198899.82,0,134,1,0.969851,0.466209,0.0,0.0,62.47204611,2.241662097,0.0,0.0,0.0,2.0
2896,Fraud,2811.51,837.98,9812.92,2,5,0,0.5,0.498,1.244517,2.489034,0.000966,13.37,0.0,0.0,0.0,1.0
2897,Non - Fraud,0.0,0.0,0.0,0,1,0,3.0,3.0,0.0,0.0,3.0,466.516061,0.0,0.0,0.0,7.0
2898,Non - Fraud,0.0,1223.57,209230.4,0,171,1,2.2239720000000003,0.936884,0.0,0.0,160.2071435,4.211841121,0.0,0.0,0.0,3.0
2899,Fraud,0.0,28254.44,197781.08,0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,Fraud,0.0,748.42,2245.27,0,3,0,1.0,0.502,0.0,0.0,1.505998636,112.37,100.0,0.0,1.0,2.0
2901,Non - Fraud,0.0,1740.15,200117.58,0,115,1,1.500337,0.7224149999999999,0.0,0.0,83.07776527,2.580610247,0.0,0.0,0.0,2.0
2902,Non - Fraud,0.0,3012.62,319337.6,0,106,1,0.387894,0.182636,0.0,0.0,19.35943759,3.412048693,0.0,0.0,0.0,4.0
2903,Non - Fraud,4.29,10299.65,41215.77,4,4,0,0.458146,0.251971,0.251551,1.00620478,0.001680006,0.0,0.0,0.0,0.0,0.0
2904,Non - Fraud,13502.42,280954.1,804951.82,18,2,0,20.0,10.00611,2.221363,39.98452572,-19.97230614,359.6788038,19.99203,0.0,2.0,5.0
2905,Non - Fraud,5658.36,218.96,412104.0,50,590,0,11.534469,1.689301,19.932709,996.6354339,0.052073462,602.7052959,0.0,0.0,0.0,4.0
2906,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2907,Fraud,9571.62,92.65,69410.25,7,26,0,4.9,1.063073,4.02341,28.16387078,-0.5239729999999999,8.099999999999999e-11,0.0,0.0,0.0,2.0
2908,Non - Fraud,0.0,45353.87,226769.35,0,5,1,10.992574,2.5065150000000003,0.0,0.0,12.53257443,0.276014076,0.0,0.0,0.0,2.0
2909,Non - Fraud,162.22,0.33,325.1,2,2,0,65.44250699999999,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
2910,Non - Fraud,4.91,0.0,14.73,3,2,0,1237.776493,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
2911,Non - Fraud,240.2,190357.37,381675.52,4,2,0,0.035866,0.022933,0.008716,0.03486571,0.011,659.8780759,40.0,0.0,1.0,9.0
2912,Non - Fraud,17078.38,4858.77,536354.43,26,19,0,128.853992,27.683806,22.151695,575.9440601,-49.95174352,10172.82529,8220.0,0.0,3.0,8.0
2913,Non - Fraud,23.43,0.0,70.3,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
2914,Non - Fraud,9608.52,16079.1,1055551.57,63,28,0,10.999664,1.74005,0.851778,53.66204419,-4.940630481,104996.1478,18257.77996,0.0,11.0,41.0
2915,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0
2916,Non - Fraud,0.0,22084.94,88339.77,0,4,1,39.99,21.107938,0.0,0.0,84.43175002,2.0,0.0,0.0,0.0,1.0
2917,Non - Fraud,4860.24,4902.17,1072398.18,145,75,0,65.60615899999999,14.683324,7.7760630000000015,1127.5292,-26.27986751,8904907.652999999,8385851.585,0.0,19.0,83.0
2918,Fraud,471.48,32.22,4097.1,5,54,0,19.9918,1.266724,13.679344,68.3967205,0.006384,0.0,0.0,0.0,0.0,0.0
2919,Non - Fraud,8682.11,2453.79,728358.93,74,35,0,16.495,6.509991,3.148239,232.9697068,-5.120029624,222999.4399,30267.50865,0.0,2.0,41.0
2920,Non - Fraud,19.84,0.0,59.52,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
2921,Non - Fraud,5.63,1391.33,305923.5,217,219,0,1.004368,0.35144,0.353498,76.70896205,0.256362089,0.0,0.0,0.0,0.0,0.0
2922,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0
2923,Non - Fraud,0.0,8540.11,204962.67,0,24,1,300.0,54.27416700000001,0.0,0.0,1302.58,616.3971547,0.0,0.0,0.0,4.0
2924,Non - Fraud,157.46,0.0,314.92,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
2925,Fraud,14575.61,81.28,309420.08,21,41,0,257.675164,14.850349,28.992613,608.8448758999998,0.019434507,542184.4451,535265.6217,0.0,7.0,25.0
2926,Non - Fraud,106.52,0.97,321.5,3,2,0,76.39403399999998,50.5,33.666179,100.9985356,0.001464437,0.0,0.0,0.0,0.0,0.0
2927,Non - Fraud,32.45,0.47,325.95,10,3,0,97.869587,33.666667,10.09949,100.9948998,0.005100218,0.0,0.0,0.0,0.0,0.0
2928,Non - Fraud,4853.6,9834.52,39210.77,2,3,0,7.5710000000000015,4.999534,7.498858999999999,14.99771885,0.000882,0.0,0.0,0.0,0.0,0.0
2929,Non - Fraud,22.1,0.0,66.3,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
2930,Non - Fraud,7.92,5010.59,75246.02,11,15,0,37.047953,8.953043,12.207835,134.2861802,0.00946385,0.0,0.0,0.0,0.0,0.0
2931,Fraud,1998.64,23.49,6395.27,3,17,0,3.0,0.606758,3.437705,10.31311506,0.001764056,0.0,0.0,0.0,0.0,0.0
2932,Non - Fraud,811.84,184739.71,743829.87,6,4,0,55.0,13.785547,9.189706,55.13823384,0.00395242,0.0,0.0,0.0,0.0,0.0
2933,Non - Fraud,0.0,7229.57,961532.65,0,133,1,173.93549099999996,8.802265,0.0,0.0,1170.701309,2.477347835,0.0,0.0,0.0,3.0
2934,Non - Fraud,160.91,0.63,323.08,2,2,0,93.937397,50.5,50.499286,100.9985715,0.001428506,0.0,0.0,0.0,0.0,0.0
2935,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2936,Non - Fraud,0.0,1881.38,244579.02,0,130,1,1.9,0.208538,0.0,0.0,27.10995407,2.194645202,0.0,0.0,0.0,3.0
2937,Non - Fraud,22.18,0.0,66.53,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
2938,Non - Fraud,164.62,0.0,329.23,2,1,0,101.0,101.0,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
2939,Non - Fraud,28.18,1.32,281787.88,9996,142,0,4.99958,0.119955,0.0006309999999999,6.308549131,10.72504793,24537344.94,24536224.23,0.0,4078.0,1.0
2940,Non - Fraud,164.72,0.0,329.43,2,1,0,101.0,101.0,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
2941,Non - Fraud,22.72,0.0,68.17,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
2942,Non - Fraud,22.14,0.0,66.42,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
2943,Non - Fraud,72390.87,0.0,506736.1,7,1,0,4.94,4.94,0.705266,4.936862362,0.003137638,425.7564652,0.0,0.0,0.0,6.0
2944,Fraud,0.0,463.54,3244.8,0,7,0,1.7,0.812581,0.0,0.0,5.68806841,112.37,0.0,0.0,0.0,2.0
2945,Fraud,0.0,1808.34,33475.32,1,15,0,4.5,0.833492,12.49,12.49,0.01238354,1.2e-13,0.0,0.0,0.0,1.0
2946,Non - Fraud,59584.69,52751.13,759016.45,3,11,0,0.254473,0.134375,0.144,0.4320000000000001,1.04612336,75.50306119,0.0,0.0,0.0,5.0
2947,Non - Fraud,36.98,0.0,73.97,2,1,0,30.0,30.0,14.999496,29.998992,0.001008,0.0,0.0,0.0,0.0,0.0
2948,Non - Fraud,0.0,0.0,201.27,1,1,0,0.094,0.094,0.09358,0.09358,0.00042,0.0,0.0,0.0,0.0,0.0
2949,Non - Fraud,0.0,0.0,26.43,1,1,0,2.169276,2.169276,2.168153,2.168153026,0.001122944,0.0,0.0,0.0,0.0,0.0
2950,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2951,Non - Fraud,19815.22,106764.47,917999.92,14,6,0,1.57814,0.68577,0.461588,6.462237,-2.34761718,0.0,0.0,0.0,0.0,0.0
2952,Non - Fraud,3553.44,5706.58,90447.05,11,9,0,29.995,11.169785,17.046739000000002,187.5141299,-86.98606878,19803.38533,12303.38533,0.0,3.0,4.0
2953,Non - Fraud,0.0,0.0,42333.1,1,1,0,4.995,4.995,4.9,4.9,0.095,3182.756262,0.0,0.0,0.0,6.0
2954,Non - Fraud,51087.09,19369.78,466806.08,8,3,0,0.079107,0.042439,0.015567,0.124533527,0.002784653,2.056622455,2.056622455,0.0,1.0,3.0
2955,Non - Fraud,0.0,1636.02,229043.03,0,140,1,38.0,0.977635,0.0,0.0,136.868965,0.7622782570000001,0.0,0.0,0.0,2.0
2956,Non - Fraud,54.37,3596.58,857011.93,85,237,0,7.365033,0.356938,0.994212,84.50803022,0.0861763919999999,0.030573766,0.0,0.0,0.0,2.0
2957,Non - Fraud,20616.33,6455.83,260307.68,12,2,0,1.3133709999999998,0.755686,0.108333,1.3,0.21137134,31863.3167,22739.25634,0.0,3.0,11.0
2958,Non - Fraud,352973.94,0.0,705947.88,2,1,0,15.270879,15.270879,7.634452,15.26890475,0.00197425,191.3068467,0.0,0.0,0.0,7.0
2959,Fraud,0.0,0.0,3777.47,1,1,0,0.062111,0.062111,0.062011,0.06201112,0.0001,13.37,0.0,0.0,0.0,1.0
2960,Non - Fraud,0.73,2876.68,11509.67,4,4,0,1.9673,0.92732,0.92648,3.705918682,0.00336,0.0,0.0,0.0,0.0,0.0
2961,Non - Fraud,21.19,25201.14,151355.18,7,6,0,77.764586,27.158269,23.277493,162.942451,0.00716524,0.0,0.0,0.0,0.0,0.0
2962,Non - Fraud,0.0,5.42,16.27,0,3,1,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2963,Non - Fraud,0.0,0.0,12.65,1,1,0,4.99,4.99,4.989496,4.989496,0.000504,0.0,0.0,0.0,0.0,0.0
2964,Non - Fraud,3.49,7244.24,14495.47,2,2,0,25.0,13.0,12.999255,25.99851085,0.001489147,0.0,0.0,0.0,0.0,0.0
2965,Non - Fraud,8088.05,21537.47,476826.85,27,12,0,200.0,22.103627,14.192912,383.2086282,-117.9651057,32.25677714,0.4168165720000001,0.0,1.0,3.0
2966,Non - Fraud,3096.26,6498.73,1347177.25,51,183,0,3.609315,0.487234,1.690314,86.20599999,2.957803389,540.7175365,0.0,0.0,0.0,10.0
2967,Non - Fraud,11.12,4691.14,79938.35,17,17,0,0.931712,0.459341,0.458826,7.800044535,0.008745305,0.0,0.0,0.0,0.0,0.0
2968,Non - Fraud,0.0,20496.83,204968.27,0,10,1,28.217616,10.143906,0.0,0.0,101.4390627,3.546946044,0.0,0.0,0.0,2.0
2969,Non - Fraud,1.24,0.68,5.08,3,2,0,1577.628384,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
2970,Non - Fraud,7.71,16228.62,113631.18,4,7,0,5.322744999999999,1.465477,2.556959,10.22783484,0.030506135,0.0,0.0,0.0,0.0,0.0
2971,Non - Fraud,164.02,0.06,328.15,2,2,0,61.573001,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
2972,Non - Fraud,1559.01,53123.24,162487.73,2,3,0,0.104979,0.068011,0.101546,0.203092193,0.000940819,0.0,0.0,0.0,0.0,0.0
2973,Non - Fraud,7.1,0.0,21.3,3,2,0,1496.809015,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
2974,Fraud,7437.77,89.42,112192.57,15,7,0,3.016449,0.93235,0.434236,6.513534375,0.012915,1.337,0.0,0.0,0.0,2.0
2975,Non - Fraud,23.88,0.25,72.13,3,2,0,99.399829,50.5,33.666152000000004,100.9984557,0.001544256,0.0,0.0,0.0,0.0,0.0
2976,Non - Fraud,162.0,1.68,327.37,2,2,0,85.91771,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
2977,Non - Fraud,0.0,4907.12,88328.12,0,18,1,18.909852,8.097358999999999,0.0,0.0,145.7524674,0.0,0.0,0.0,0.0,0.0
2978,Non - Fraud,0.0,0.0,3.4,1,1,0,2.0,2.0,1.99916,1.99916,0.00084,0.0,0.0,0.0,0.0,0.0
2979,Non - Fraud,464.26,33817.19,615209.03,14,18,0,0.388273,0.1709099999999999,0.203618,2.85065524,0.225729,0.0,0.0,0.0,0.0,0.0
2980,Non - Fraud,919.38,4336.02,20102.23,3,4,0,7.644714,2.802661,3.73644,11.20931928,0.001323,0.0,0.0,0.0,0.0,0.0
2981,Non - Fraud,36532.41,5620.65,340033.02,9,2,0,0.01,0.01,0.001621,0.014587436,0.005412564,12566.21949,12566.21949,0.0,2.0,5.0
